year,filmName,realName,realGender,filmBudget,firstFilm
2013,Amour sur place ou à emporter,CHAHBI Amelle,F,4.90,true
2013,Situation amoureuse : c'est compliqué,PAYET Manu,M,4.77,true
2013,Victor Young Perez,OUANICHE Jacques,M,4.32,true
2013,Generation Mitterrand,CASTRO Nicolas,M,4.25,true
2013,Discount,PETIT Louis-Julien,M,3.32,true
2013,Papa lumière,LOUEILH Ada,F,3.24,true
2013,Nuits d'été (Les),FANFANI Mario,M,2.99,true
2013,Terre battue,DEMOUSTIER Stephane,M,2.89,true
2013,Delivrez-moi du mal,PIERRE-VICTOR Gary,M,2.88,true
2013,Qu'Allah bénisse la France,FAYETTE-MIKANO Regis,M,2.50,true
2013,Dimanche 4 janvier,MARTHOURET Francois,M,2.49,true
2013,Orage,CAMOIN Fabrice,M,2.41,true
2013,Combattants (Les),CAILLEY Thomas,M,2.39,true
2013,You'll never walk alone,SAILLET Yannick,M,2.28,true
2013,419,BARTONIO Eric,M,2.26,true
2013,Ablations,DE PARSCAU Arnold,M,2.23,true
2013,Atlit,AMITAY Shirel,F,2.11,true
2013,Mante religieuse (La),AUSSANT Nathalie,F,2.09,true
2013,Tristesse club,MARIETTE Vincent,M,2.06,true
2013,Tonnerre,BRAC Guillaume,M,2.02,true
2013,"Fidelio, l'odyssée d'Alice",BORLETEAU Lucie,F,2.01,true
2013,Vincent,SALVADOR Thomas,M,1.92,true
2013,Bébé tigre,VIAL Cyprien,M,1.91,true
2013,98,ZIMMER Helene,F,1.87,true
2013,Run,LACOTE Philippe,M,1.84,true
2013,Angélique,AMACHOUKELI-BARSACQ Marie / BURGER Claire / THEIS Samuel,F/M,1.79,true
2013,Etre,VINET Jean-Pascal,M,1.71,true
2013,A love you,LEFEVRE Paul,M,1.60,true
2013,Après la bataille,LECLERE Simon,M,1.50,true
2013,Qui vive,TARDIEU Marianne,F,1.49,true
2013,Des étoiles,GAYE Diana,F,1.48,true
2013,Max et Lenny,NICOLAS Fred,M,1.30,true
2013,Pouvoir (Le),ROTMAN Patrick,M,1.25,true
2013,Caricaturistes - fantassins de la démocratie,VALLOATTO Stephanie,F,1.14,true
2013,Du sable à la poussière,PARIS Arnaud,M,1.11,true
2013,Venise sous la neige,HERSCHEL Elliott,M,0.96,true
2013,Bogota,LOLLI Franco,M,0.73,true
2013,Mademoiselle C,CONSTANT Fabien,M,0.61,true
2013,Lili Rose,BALLOUARD Bruno,M,0.57,true
2013,Parenthèse,TANGUY Bernard,M,0.54,true
2013,Esto es lo que hay,RINALDI Lea,F,0.52,true
2013,Sud eau nord déplacer,BOUTET Antoine,M,0.47,true
2013,Passion selon Laetitia (La),TALON Julie,F,0.46,true
2013,Sarajeviens,FRITSCH Damien,M,0.46,true
2013,Gouffres (Les),BARRAUD Antoine,M,0.45,true
2013,Zona franca,LAZAREVSKI Georgi,M,0.35,true
2013,Comment les chèvres de ma mère sont devenues européennes,AUDIER Sophie,F,0.30,true
2013,Rue des cités,MAY Carine / ZOUHANI Hakim,F/M,0.29,true
2013,Patria obscura,RAGOT Stephane,M,0.24,true
2013,Bonheur (Le),GRANGE Fabrice,M,0.24,true
2013,Bonheur… terre promise (Le),HASSE Laurent,M,0.22,true
2013,Chromobiles,LACHAUD Valerie Elodie,F,0.22,true
2013,Casa nostra,NICHOLOVITCH Nathan,M,0.20,true
2013,Ainsi squattent-ils,MAFFRE Marie,F,0.18,true
2013,Jamel,MARLIN Jean-Bernard,M,0.18,true
2013,Tempête sous un crane,BOUFFARTIGUE Clara,F,0.16,true
2013,Porte d'Anna (La),DUMONT Patrick / HEBRARD Francois,M,0.16,true
2014,Nouvelles Aventures d'Aladin (Les),BENZAQUEN Arthur,M,15.40,true
2014,Papa ou maman d'abord ?,BOURBOULON Martin,M,12.84,true
2014,The Red Turtle,DUDOK DE WIT Michael,M,10.38,true
2014,Moonwalk,BARDOU-JACQUET Antoine,M,9.90,true
2014,Cow-boys (Les),BIDEGAIN Thomas,M,7.99,true
2014,Nous trois ou rien,TABIB-GHAFARI Kheiron Manoocher,M,7.72,true
2014,Sous les jupes des filles,DANA Audrey,F,6.81,true
2014,Papa was not a Rolling Stone,OHAYON Sylvie,F,6.20,true
2014,Tout en haut du monde,CHAYE Remi,M,6.13,true
2014,Resistance de l'air (La),GRIVOIS Fred,M,5.54,true
2014,Talent de mes amis (Le),LUTZ Alex,M,5.19,true
2014,Paris Willoughby,DELAIRE Arthur / REYNAUD Quentin,M,4.00,true
2014,Je suis à vous tout de suite,KASMI Baya,F,3.94,true
2014,Machin/machine,CORNILLAC Clovis,M,3.86,true
2014,Adama,ROUBY Simon,M,3.70,true
2014,J'ai dégagé Ben Ali,BEN SLIMAN Ramzi,M,3.66,true
2014,Diamant noir,HARARI Arthur,M,3.66,true
2014,Nouveau (Le),ROSENBERG Rudi,M,3.66,true
2014,Je suis un soldat,LARIVIERE Laurent,M,3.36,true
2014,Ladygrey,CHOQUART Alain,M,3.25,true
2014,Flux,BENTOUMI Farid,M,3.09,true
2014,Adama,VADAPIED Mathieu,M,3.08,true
2014,Par accident,FONTAINE Camille,F,3.07,true
2014,Zugzwang,NAMER Elodie,F,2.99,true
2014,Fille du patron (La),LOUSTAU Olivier,M,2.98,true
2014,Arrêtez-moi là,BANNIER Gilles,M,2.87,true
2014,Chaises musicales (Les),BELHOMME Marie,F,2.80,true
2014,Deux Amis (Les),GARREL Louis,M,2.79,true
2014,Bêtises (Les),PHILIPPON Rose / PHILIPPON Alice,F,2.46,true
2014,Front du Wakhan (Le),COGITORE Clement,M,2.45,true
2014,Voyage en Chine,MAYER Zoltan,M,2.41,true
2014,Bang gang,HUSSON Eva,F,2.35,true
2014,Il nous reste la nuit,MARANDIN Naël,M,1.69,true
2014,Verdon secret,BERTRAND Francois,M,1.64,true
2014,Eva et Léon,CHERPITEL Emilie,F,1.60,true
2014,Lamb,ZELEKE Yared,M,1.34,true
2014,Mustang,GAMZE ERGUVEN Deniz,F,1.30,true
2014,Canicule,NASHAWATI Joyce A.,F,1.22,true
2014,Rois du monde (Les),LAFFARGUE Laurent,M,1.21,true
2014,House of time,HELPERT Jonathan,M,1.10,true
2014,Anna,TOULEMONDE VIDAL Jacques,M,1.00,true
2014,Une jeunesse allemande,PERIOT Jean-Gabriel,M,0.87,true
2014,Hypnodream,BOUGEROL Sophie,F,0.85,true
2014,Dieu protège ma fille,BOUZID Leyla,F,0.78,true
2014,Si par hasard,LIOUD Christophe,M,0.63,true
2014,Macadam baby,BOSSARD Patrick,M,0.55,true
2014,Voyoucratie,GARCON Fabrice / OSSONA Kevin,M,0.54,true
2014,Elan (L'),LABROUE Etienne,M,0.52,true
2014,Un vrai faussaire,LEON Jean-Luc,M,0.39,true
2014,Zouzou,LENOIR Blandine,F,0.32,true
2014,Swim little fish swim,AMAR Ruben / BESSIS Lola,F/M,0.28,true
2014,Sangre de mi sangre,REICHENBACH Jeremie,M,0.28,true
2014,"Edmond, un portrait de baudoin",CARTON Laetitia,F,0.26,true
2014,Ma sacrée jeunesse,BLACKMAN Carly,F,0.23,true
2014,Amours et métamorphoses,YARIV Yanira,F,0.19,true
2014,Dealer,HERBULOT Jean-Luc,M,0.18,true
2014,Steak (r)évolution,RIBIERE Franck,M,0.18,true
2014,Monde de Fred (Le),MULLER Valerie,F,0.14,true
2014,Rencontres,ZEFF Alexandre / DUBREUIL Maroussia,F/M,0.09,true
2014,"J'demande pas la lune, juste quelques étoiles",COUDRAY Robert,M,0.06,true
2015,Sahara,CORE Pierre,M,12.23,true
2015,Folle Histoire de Max et Léon (La),BARRE Jonathan,M,11.52,true
2015,Joséphine est enceinte,BERRY Marilou,F,10.80,true
2015,Danseuse (La),DI GIUSTO Stephanie,F,7.89,true
2015,Cessez-le-feu,COURCOL Emmanuel,M,7.78,true
2015,Amis publics n°1,PLUVIEUX Edouard,M,6.09,true
2015,Five,GOTESMAN Igor,M,5.74,true
2015,M,FORESTIER Sara,F,5.42,true
2015,Rosalie Blum,RAPPENEAU Julien,M,5.14,true
2015,Secret des banquises (Le),MADINIER Marie,F,4.87,true
2015,Correspondant (Le),BEN SOUSSAN Jean-Michel,M,4.00,true
2015,Vicky,IMBERT Denis,M,3.99,true
2015,West coast,WEILL Benjamin,M,3.56,true
2015,Grave,DUCORNAU Julie,F,3.48,true
2015,Vendeur,DESCLOUS Sylvain,M,3.48,true
2015,Crash test Aglaé,GRAVEL Eric,M,2.30,true
2015,Un jour mon prince,COSTE Flavia,F,2.29,true
2015,Irréprochable,MARNIER Sebastien,M,2.16,true
2015,Fleur de tonnerre,PILLONCA-KERVERN Stephanie,F,2.12,true
2015,Grand Jeu (Le),PARISER Nicolas,M,2.03,true
2015,Mercenaire,WOLFF Sarah,F,1.99,true
2015,Compte tes blessures,SIMON Morgan,M,1.91,true
2015,Venise sous la neige,HERSCHEL Elliott,M,1.85,true
2015,Mauvais œil,TEYSSIER Laurent,M,1.85,true
2015,Jeunesse,SAMANI Julien,M,1.76,true
2015,Gorge cœur ventre,ALPI Maud,F,1.65,true
2015,Indomptée (L'),DERUAS Caroline,F,1.64,true
2015,Ladji nye,COULIBALY Daouda,M,1.64,true
2015,Ennemi invisible (L'),LITTELL Jonathan,M,1.27,true
2015,D'une pierre deux coups,DELIBA Fejria,F,1.22,true
2015,A quatre mains,IZRAYLIT Eugene,M,1.18,true
2015,Secret d'hiver,HARTER Vincent,M,1.16,true
2015,Ciel rouge,LORELLE Olivier,M,1.15,true
2015,De sas en sas,BRAKNI Rachida,F,1.13,true
2015,Jours de France,REYBAUD Jerome,M,1.10,true
2015,Voyageur (Le),GHANDOUR Hadi,M,1.00,true
2015,Vie pure (La),BANSTER Jeremy,M,0.99,true
2015,Désemparés (Les),KOWALSKI Julia,F,0.96,true
2015,A mon âge je me cache encore pour fumer,OBERMEYER Rayhana,F,0.91,true
2015,Papesse Jeanne (La),BRESCHAND Jean,M,0.89,true
2015,Where is Rocky II ?,BISMUTH Pierre,M,0.86,true
2015,Dogs,MIRICA Bogdan,M,0.85,true
2015,Apnée,MEURISSE Jean-Christophe,M,0.82,true
2015,Œil du cyclone (L'),TRAORE Sekou,M,0.80,true
2015,M et le 3ème secret,BARNERIAS Pierre,M,0.71,true
2015,Vienne avant la nuit,BOBER Robert,M,0.70,true
2015,Et les mistrals gagnants…,JULLIAND Anne-Dauphine,F,0.68,true
2015,En attache,THEROND Emilie,F,0.63,true
2015,The Man who Loved Women,WORONIECKI Hubert,M,0.48,true
2015,Bricks,RAVELLI Quentin,M,0.35,true
2015,I paisani,MASSART Guillaume,M,0.33,true
2015,Cruel,CHERRIERE Eric,M,0.32,true
2015,Spartacus & Cassandra,NUGUET Ioanis,M,0.31,true
2015,Femmes en cuisine(s),FREDIANI Verane,F,0.20,true
2015,"Athènes, les éclats",DANIS Antoine,M,0.18,true
2015,Règle du jeu (La),CARMINATI Ambroise,M,0.14,true
2015,Loup-garou,LEVY Stephane,M,0.11,true
2015,Parole de kamikaze,SAWADA Masa,M,0.10,true
2015,Vie des gens (La),DUCRAY Olivier,M,0.09,true
2015,Cité muette (La),VAN TASSEL Sabrina,F,0.09,true
2015,Un jeune poète,MANIVEL Damien,M,0.08,true
2015,New Territories,DESCHAMPS Fabianny,F,0.05,true
2016,Zombillenium,DE PINS Arthur / DUCORD Alexis,M,13.39,true
2016,Croc Blanc,ESPIGARES Alexandre,M,11.28,true
2016,Django Melodies,COMAR Etienne,M,8.80,true
2016,Drôles de petites bêtes,KRINGS Antoon / BOURON Arnaud,M,8.55,true
2016,Sales gosses,QUIRING Frederic,M,7.36,true
2016,Mélodie (La),HAMI Rachid,M,6.11,true
2016,Monsieur et Madame Adelman,BEDOS Nicolas,M,5.98,true
2016,Ladies,DAVAL Anne-Gaelle,F,5.79,true
2016,Chouquette,GODEAU Patrick,M,5.78,true
2016,Ascension (L'),BERNARD Ludovic,M,5.59,true
2016,As de la jungle (Les) - le film,ALAUX David,M,5.32,true
2016,Mariage (blanc) pour tous,BOUDALI Tarek,M,5.23,true
2016,Mécanique de l'ombre (La),KRUITHOF Thomas,M,5.15,true
2016,Funan,DO Denis,M,5.06,true
2016,"Cornélius, le meunier hurlant",LE QUELLEC Yann,M,4.70,true
2016,Comment j'ai rencontré mon père,MOTTE Maxime,M,4.36,true
2016,Filles de Reims (Les),HALLARD Julien,M,4.02,true
2016,Petit Locataire (Le),LOISEAU Nadege,F,4.00,true
2016,Grand froid,PAUTONNIER Gerard,M,3.99,true
2016,Carnivores (Les),RENIER Yannick / RENIER Jeremie,M,3.99,true
2016,Patients,MARSAUD Fabien / IDIR Mehdi,M,3.99,true
2016,Bienvenue au Gondwana,MUSTAPHA Mohamed,M,3.92,true
2016,Garçon manqué,MADANI Nawell / COLBEAU-JUSTIN Ludovic,F/M,3.82,true
2016,H4-93,AYACHE-VIDAL Olivier,M,3.30,true
2016,Bloody Milk,CHARUEL Hubert,M,3.24,true
2016,Jusqu'à la garde,LEGRAND Xavier,M,3.14,true
2016,Loue moi,ASSOUS Coline / SCWARTZ Virginie,F,3.11,true
2016,Si tu voyais son cœur,CHEMLA Joan,F,3.08,true
2016,Sparring,JOUY Samuel,M,2.99,true
2016,Amour qu'il nous faut (L'),MARCHAK Nathalie,F,2.96,true
2016,Ava,MYSIUS Lea,F,2.80,true
2016,Rire de ma mère (Le),SAVIGNAC Colombe / RALITE Pascal,F/M,2.77,true
2016,Semeur (Le),FRANSSEN Marine,F,2.68,true
2016,Corporate,SILHOL Nicolas,M,2.34,true
2016,Diane a les épaules,GORGEART Fabien,M,2.14,true
2016,Tour (La),GRORUD Mats,M,2.14,true
2016,Luna,DIRINGER Elsa,F,2.10,true
2016,Vent du nord,MATTAR Walid,M,1.78,true
2016,Après la guerre,ZAMBRANO Annarita,F,1.67,true
2016,Paris la blanche,TERKI Lidia,F,1.55,true
2016,Menina,PINHEIRO Cristina,F,1.22,true
2016,Fête est finie (La),GAREL WEISS Marie,F,1.22,true
2016,Moutonnière (La),DJAMA Sofia,F,1.15,true
2016,Vie de château (La),IDO Cedric / BARRY Modi,M,1.00,true
2016,Jeune femme,SERAILLE Leonore,F,0.99,true
2016,Soleil battant,LAPERROUSAZ Laura / LAPERROUSAZ Clara,F,0.99,true
2016,Versets de l'oubli (Les),KHATAMI Alireza,M,0.82,true
2016,Tazzeka,GAUD Jean-Paul,M,0.82,true
2016,Philosophes (Les),AMESLAND Guilhem,M,0.74,true
2016,Blockbuster,HYGRECK July,F,0.74,true
2016,Prince de Nothingwood (Le),KRONLUND Sonia,F,0.69,true
2016,Willy 1 er,GAUTIER Marielle / BOUKHERMA Ludovic / BOUKHERA Zoran / THOMAS Hugo P.,F/M,0.68,true
2016,Passade,APRIKIAN Gorune,M,0.65,true
2016,16 levers de soleil,LE GOFF Pierre-Emmanuel / HANSEN Jurgen,M,0.64,true
2016,Un jour ça ira,ZAMBEAUX Stanislas,M,0.57,true
2016,Links of life,ROUX Marie-Helene,F,0.50,true
2016,Vaurien,SENOUSSI Mehdi,M,0.47,true
2016,Pour le réconfort,MACAIGNE Vincent,M,0.40,true
2016,Forêt des Quinconces (La),LEPRINCE-RINGUET Gregoire,M,0.38,true
2016,Banc d'attente,GASMELBARI Suhaib,M,0.36,true
2016,Gueule du loup (La),SEGUR Jerome,M,0.32,true
2016,A la rencontre de mon père,DIAGO Alassane,M,0.31,true
2016,Divan du monde (Le),DE PAUW Swen,M,0.29,true
2016,Karim,UZAN Dan,M,0.29,true
2016,Sociologue et l'ourson (La),CHAILLOU Etienne / THERY Mathias,M,0.28,true
2016,Dans les pas de Trisha Brown,REBOIS Marie-Helene,F,0.27,true
2016,Pauline s'arrache,BRISAVOINE Emilie,F,0.24,true
2016,Comme des lions,DAVISSE Francoise,F,0.24,true
2016,Clichy kids,FROMENTAL Antoine,M,0.23,true
2016,Femme de mon oncle grec (La),DUMAS Sandrine,F,0.22,true
2016,A perdre haleine,DAARWIN Didier D.,M,0.21,true
2016,Sel,HESPEL Olivier,M,0.19,true
2016,Kinoa,MARTIN Jean-Loup,M,0.19,true
2016,Filles du feu,BRETON Stephane,M,0.18,true
2016,Dérive d'un été,BRAGARD Magali / ENJOLRAS Severine,F,0.18,true
2016,Merci patron !,RUFFIN François,M,0.17,true
2016,Ady Gasy,LOVA Nantenaina,M,0.16,true
2016,"Exotica, Erotica, Etc.",KRANIOTI Evangelia,F,0.09,true
2016,Comme ils respirent,PATRONIK Claire,F,0.07,true
2016,Soif de vivre (La),RIBIS Frederique,F,0.07,true
2017,Tout là-haut,HAZANAVICIUS Serge,M,10.42,true
2017,Tout le monde debout,DUBOSC Franck,M,10.02,true
2017,Love Addict,BELLOCQ Franck,M,9.11,true
2017,Christ(off),DUDAN Pierre,M,7.18,true
2017,Doudou (Le),MECHELEN Philippe / HERVE Julien,M,6.80,true
2017,"Les Municipaux, ces héros",CARRIERE Eric / GINIBRE Francis,M,6.63,true
2017,Mon brillantissime divorce,LAROQUE Michele,F,5.96,true
2017,Mustang,DE CLERMONT-TONNERRE Laure,F,5.90,true
2017,Vieux fourneaux (Les),DUTHURON Christophe,M,5.87,true
2017,Premières vacances,CASSIR Patrick,M,5.01,true
2017,Break it all !,FOUCHARD Marc,M,5.00,true
2017,Deux fils,MOATI Felix,M,5.00,true
2017,Affamés (Les),FREDEVAL Lea,F,4.72,true
2017,Gueule d'ange,FILHO Vanessa,F,4.45,true
2017,Finale (La),SYKES Robin,M,4.45,true
2017,Poulain (Le),SAPIN Mathieu,M,4.15,true
2017,Baby Phone,CASAS Olivier,M,3.96,true
2017,"Dents, pipi, au lit (Les)",GILLIBERT Emmanuel,M,3.91,true
2017,Leïla,AYADI Naidra,F,3.86,true
2017,Manoir (Le),CELERIER Anthony,M,3.66,true
2017,Intime conviction,RAIMBAULT Antoine,M,3.50,true
2017,Chatouilles (Les),BESCOND Andrea / METAYER Eric,F/M,3.42,true
2017,Conseil de famille,DIANE David / SPILLEMAECKER Morgan,M,3.08,true
2017,Traversée (La),MIAILHE Florence,F,3.06,true
2017,Une histoire de l'art,BERNARD Lucas,M,2.96,true
2017,Ami-ami,SAINT MACARY Victor,M,2.90,true
2017,Revenge,FARGEAT Coralie,F,2.85,true
2017,Jessica forever,POGGI Caroline / VINEL Jonathan,F/M,2.84,true
2017,Voyage d'Ailo (Le),MAIDATCHEVSKY Guillaume,M,2.83,true
2017,Ordre des médecins (L'),ROUX David,M,2.80,true
2017,La surface de réparation,REGIN Christophe,M,2.52,true
2017,Roulez jeunesse,GUETTA Julien,M,2.50,true
2017,Girls with balls,AFONSO Olivier,M,2.48,true
2017,Pearl,AMIEL Elsa,F,2.45,true
2017,100 kg d'étoiles,CHAMBON Marie-Sophie,F,2.25,true
2017,Petit proxénète (Le),MARLIN Jean-Bernard,M,2.18,true
2017,Echappée (L'),PARDO Mathias,M,2.17,true
2017,Sun,DESOINDRE Jonathan,M,2.12,true
2017,Une jeunesse sauvage,CARPENTIER Frederic,M,2.06,true
2017,Bonnes mères,HERZI Hafsia,F,1.71,true
2017,En attendant les hirondelles,MOUSSAOUI Karim,M,1.55,true
2017,Marche ou crève,BONHOMME Margaux,F,1.51,true
2017,#Eurotrip,ALESSANDRIN Carmen,F,1.42,true
2017,Meltem,DOGANIS Basile,M,1.21,true
2017,Même pas froid,OTZENBERGER Elise,F,1.21,true
2017,Reptiles (Les),LAGUNA Romain,M,1.21,true
2017,Full frontal,VIDAL-NAQUET Camille,M,1.20,true
2017,Mon tissu préféré,JIJI Gaya,F,1.16,true
2017,Sofia,BENM'BAREK Meryem,F,1.14,true
2017,Moissonneurs (Les),KALLOS Etienne,M,1.11,true
2017,Maman est morte,LE MASNE Christophe,M,1.03,true
2017,Maria by Callas,VOLF Tom,M,1.01,true
2017,Vierges,BEN RAFAEL Keren,F,0.89,true
2017,"Danse, l'Afrique danse",BRESARD Thomas / SEARLL Don,M,0.83,true
2017,Du soleil dans mes yeux,GIRAUD Nicolas,M,0.80,true
2017,Scelsi le premier mouvement de l'immobile,D'AYALA VALVA Sebastiano,M,0.70,true
2017,Bêtes blondes,MATRAY Maxime / WALTHER Alexia,F/M,0.70,true
2017,Fils de Garches,GENDARME Remi,M,0.61,true
2017,Ce qu'il nous reste de la révolution,DAVIS Judith,F,0.47,true
2017,Il se passe quelque chose,ALIX Anne,F,0.47,true
2017,Homme qui penche (L'),DURY Christophe / BRINCARD Marie-Violaine,F/M,0.44,true
2017,A 2 heures de Paris,VERRIER Virginie,F,0.41,true
2017,Kiss and cry,MAHIEU Chloe / PINELL Lila,F,0.36,true
2017,Sans adieu,AGOU Christophe,M,0.31,true
2017,Grande-Synthe,CAMURAT JAUD Beatrice,F,0.31,true
2017,Barman du transatlantique (Le),LEKUS Roy,M,0.29,true
2017,Lumière !,FREMEAUX Thierry,M,0.24,true
2017,Des bobines et des hommes,POUCH Charlotte,F,0.21,true
2017,Mes frères,GUERRY Bertrand,M,0.20,true
2017,"Madame B, histoire d'une nord-coréenne",YUN Jero,M,0.19,true
2017,Bergère,DETRIE Delphine,F,0.10,true
2018,Chant du loup (Le),BAUDRY Antonin,M,18.76,true
2018,Edmond,MICHALIK Alexis,M,10.94,true
2018,Samsam,DE KERMEL Tanguy,M,8.06,true
2018,Toute ressemblance,DENISOT Michel,M,7.96,true
2018,Vetos (Les),MANOUKIAN Julie,F,6.46,true
2018,Premier de la classe,BEN LAHCENE Stéphane,M,5.98,true
2018,Poivre et sel,BRACQ Fabrice,M,5.93,true
2018,Quand tu danses,CHOLLAT Ladislas,M,5.67,true
2018,Au nom de la terre,BERGEON Edouard,M,5.37,true
2018,Red snake,FOUREST Caroline,F,5.19,true
2018,Commando Breitner (Le),RAOUF DAFRI Abdel,M,4.99,true
2018,Belle fille,MARCAGGI Méliane,F,4.94,true
2018,J'ai perdu mon corps,CLAPIN Jérémy,M,4.75,true
2018,Sol,MARQUES NAKACHE Jézabel,F,4.58,true
2018,M.I.L.F. (Mother I'd Like to Fuck),LAFFONT Axelle,F,4.40,true
2018,Roxane (ex Tourne et roule ma poule),AUFFRET Mélanie,F,4.33,true
2018,Walter,SOUDJIAN Varante,M,3.99,true
2018,Mais vous êtes fous,DIWAN Audrey,F,3.61,true
2018,Les petits flocons (ex Syndrome du moniteur de ski (Le)),DE MEAUX Joséphine,F,3.55,true
2018,Vœux (Les),SUCO Sarah,F,3.54,true
2018,Mignonnes,DOUCOURE Maïmouna,F,3.43,true
2018,Joueurs,MONGE Marie,F,3.42,true
2018,Dans la gueule du requin,HAMON Emmanuel,M,3.25,true
2018,Sympathie pour le diable,DEFONTENAY Guillaume,M,3.05,true
2018,Curiosa,JEUNET Lou,F,3.03,true
2018,Un vrai bonhomme,PARENT Benjamin,M,3.01,true
2018,Jumbo,WITTOCK Zoé,F,2.92,true
2018,Deux,MENEGHETTI Filippo,M,2.66,true
2018,Je te promets d'être sage,LE PAGE Ronan,M,2.65,true
2018,Enfant roi (L'),DE BARY Antoine,M,2.60,true
2018,Perdrix,LE DUC Erwan,M,2.50,true
2018,Dernière vie de Simon (La),KARMANN Léo,M,2.42,true
2018,Andy,WEILL Julien,M,2.38,true
2018,Particules (Les),HARRISON Blaise,M,2.36,true
2018,Mémoire du sang (La),PETITJEAN Frédéric,M,2.30,true
2018,"Prochaine fois, le feu (La)",DIOP Mati,F,2.17,true
2018,Nuit je mens (La),BATUT Stéphane,M,2.07,true
2018,Un divan à Tunis,LABIDI Manele,F,1.99,true
2018,Merveilles à Montfermeil,BALIBAR Jeanne,F,1.82,true
2018,Vers la bataille,VEMHES-LERMUSIAUX Aurélien,M,1.73,true
2018,The sonata,DESMOND Andrew,M,1.68,true
2018,Papicha,MEDDOUR Mounia,F,1.30,true
2018,Enkas (L'),MARX Sarah,F,1.24,true
2018,Territoria,MARTIROSYAN Nora,F,1.22,true
2018,Femme-enfant,HAMZAWI Amro,M,1.22,true
2018,Oiseau de paradis (L'),AIVANAA MANATE Paul,M,1.18,true
2018,Nekfeu - the documentary,BOULANOUAR Syrine,M,1.05,true
2018,Héros ne meurent jamais (Les),RAPIN Aude Léa,F,1.00,true
2018,Drapeaux de papier (Les),AMBROSIONI Nathan,M,0.94,true
2018,A nos pères,DONG Fangchen,M,0.92,true
2018,We blew it,THORET Jean-Baptiste,M,0.84,true
2018,Frères d'arme,LABROSSE Sylvain,M,0.79,true
2018,Tous les dieux du ciel,CLAUDIN Alexandre,M,0.66,true
2018,Fugue,BENKI Artemio,M,0.59,true
2018,Bourachka,TAYAA Walid,M,0.53,true
2018,Monsieur,DELAHOUSSE Laurent,M,0.52,true
2018,Prison (La),ODIOT Alice,F,0.48,true
2018,Versus,VALLA François,M,0.43,true
2018,France,SIMON LUANGKHOT Kiyé,M,0.42,true
2018,Equilibristes (Les),MICHEL Perrine,F,0.39,true
2018,Au temps du cannibalisme,EDKINS Teboho,M,0.39,true
2018,Laurence,PFEIFFER Raphael,M,0.37,true
2018,Impulso,BELMONTE Emilio,M,0.34,true
2018,Comme un seul homme,BELLION Eric,M,0.34,true
2018,Retour à Bollene,HAMICH Saïd,M,0.34,true
2018,Demons in paradise,RATNAM Jude,M,0.33,true
2018,Maguy Marin l'urgence d'agir,MAMBOUCH David,M,0.33,true
2018,Choc du futur (Le),COLLIN Marc,M,0.33,true
2018,Mr Gay Syria,TOPRAK Ayse,F,0.32,true
2018,Comment j'ai rencontré ma mère,PETIT Guillaume,M,0.28,true
2018,On a 20 ans pour changer le monde,MEDIGUE Hélène,F,0.26,true
2018,Breathe,HASKELL Stéphane,M,0.21,true
2018,Out,PARROT Denis,M,0.20,true
2018,Sur le plancher des vaches,TEMPO Fabrice,M,0.18,true
2018,Coby,SONDEREGGER Christian,M,0.16,true
2018,Etoiles restantes (Les),PAILLARD Loïc,M,0.15,true
2018,Music stax Academy,SOBELMAN Hugo,M,0.14,true
2018,J'aime mon patron,GRAVELLE Brice,M,0.07,true
2008,ARTHUR 3 ET LA GUERRE DES DEUX MONDES,BESSON Luc,M,68.83,false
2008,ARTHUR ET LA VENGEANCE DE MALTAZARD,BESSON Luc,M,63.24,false
2008,OCÉANS,PERRIN Jacques / CLUZAUD Jacques,M,49.62,false
2008,FROM PARIS WITH LOVE,MOREL Pierre,M,37.84,false
2008,TRANSPORTEUR 3 (LE),MEGATON Olivier,M,30.45,false
2008,SOLOMON KANE,BASSETT Michael J.,M,27.19,false
2008,MICMACS À TIRE-LARIGOT,JEUNET Jean-Pierre,M,27.09,false
2008,LUCKY LUKE,HUTH James,M,27.01,false
2008,LARGO WINCH,SALLE Jerome,M,24.67,false
2008,CHÉRI,FREARS Stephen,M,23.79,false
2008,OSS 117 RIO NE RÉPOND PLUS,HAZANAVICIUS Michel,M,23.36,false
2008,PETIT NICOLAS (LE),TIRARD Laurent,M,22.71,false
2008,EMMERDEUR (L'),VEBER Francis,M,22.24,false
2008,CINEMAN,MOIX Yann,M,21.79,false
2008,THE DUCHESS,DIBB Saul,M,20.98,false
2008,AFFAIRE FAREWELL (L'),CARION Christian,M,17.80,false
2008,ROSE ET NOIR,JUGNOT Gérard,M,15.63,false
2008,SAFARI,BAROUX Olivier,M,15.60,false
2008,BANLIEUE 13 - ULTIMATUM,ALESSANDRIN Patrick,M,15.50,false
2008,JOHN RABE LE JUSTE DE NANKIN,GALLENBERGER Florian,M,15.10,false
2008,PREMIER CERCLE (LE),TUEL Laurent,M,15.00,false
2008,R.T.T.,BERTHE Frederic,M,13.65,false
2008,CONCERT (LE),MIHAILEANU Radu,M,13.19,false
2008,RUBAN BLANC (LE),HANEKE Michael,M,12.97,false
2008,ENVOYES TRES SPECIAUX,AUBURTIN Frédéric,M,12.81,false
2008,UN PROPHÈTE,AUDIARD Jacques,M,12.49,false
2008,GUERRE DES MISS (LA ),LECONTE Patrice,M,12.43,false
